120	0.00043
121	0.000473
122	0.000516
123	0.000602
124	0.000645
125	0.000774
126	0.00086
127	0.000946
128	0.001075
129	0.001247
130	0.001462
131	0.00172
132	0.001978
133	0.002365
134	0.002838
135	0.003397
136	0.004085
137	0.004945
138	0.00602
139	0.007353
140	0.009073
141	0.011223
142	0.013932
143	0.017286
144	0.021457
145	0.078518
146	0.281564
147	1.878455
148	12.295076
149	14.307734
150	16.35505
151	17.955252
152	19.349355
153	20.409434
154	21.204676
155	21.787283
156	22.119845
157	22.145043
158	21.983148
159	21.77692
160	21.398391
161	21.131447
162	20.778202
163	20.299698
164	19.74173
165	19.093376
166	18.379533
167	17.606393
168	16.788748
169	15.726906
170	14.670439
171	13.611951
172	12.626133
173	11.679875
174	10.783497
175	9.92268
176	9.120945
177	8.391149
178	7.717296
179	7.105879
180	6.545374
181	6.021978
182	5.544248
183	5.104702
184	4.715509
185	4.383979
186	4.05318
187	3.741989
188	3.449245
189	3.171379
190	2.916991
191	2.71545
192	2.531926
193	2.367064
194	2.21794
195	2.081974
196	1.958908
197	1.844227
198	1.739737
199	1.648792
200	1.564512
201	1.485392
202	1.411518
203	1.340697
204	1.274047
205	1.21174
206	1.152486
207	1.09564
208	1.041546
209	0.990763
210	0.942259
211	0.896765
212	0.854281
213	0.818118
214	0.78604
215	0.760756
216	0.736117
217	0.712252
218	0.683958
219	0.652138
220	0.621651
221	0.5934
222	0.570653
223	0.549669
224	0.529932
225	0.511055
226	0.491017
227	0.471796
228	0.453263
229	0.434945
230	0.41796
231	0.402609
232	0.388032
233	0.373928
234	0.360512
235	0.347784
236	0.335615
237	0.325037
238	0.314889
239	0.304354
240	0.294464
241	0.284918
242	0.275974
243	0.269094
244	0.262816
245	0.256151
246	0.249615
247	0.243036
248	0.236672
249	0.229663
250	0.222912
251	0.215946
252	0.209324
253	0.20339
254	0.199176
255	0.19522
256	0.19135
257	0.187394
258	0.183567
259	0.178321
260	0.172731
261	0.167614
262	0.162583
263	0.157767
264	0.153338
265	0.149726
266	0.146243
267	0.143233
268	0.140352
269	0.137127
270	0.133773
271	0.130634
272	0.127581
273	0.124399
274	0.121303
275	0.118336
276	0.115584
277	0.113004
278	0.11051
279	0.108317
280	0.106124
281	0.103888
282	0.101652
283	0.099072
284	0.096535
285	0.094256
286	0.092106
287	0.089999
288	0.087935
289	0.086516
290	0.085269
291	0.083635
292	0.082044
293	0.080496
294	0.078991
295	0.077744
296	0.076411
297	0.075164
298	0.074003
299	0.072713
300	0.07138
301	0.070219
302	0.069058
303	0.067639
304	0.066177
305	0.064844
306	0.063554
307	0.062264
308	0.061017
309	0.059727
310	0.058523
311	0.057663
312	0.056803
313	0.055814
314	0.054825
315	0.053965
316	0.053148
317	0.052159
318	0.05117
319	0.050267
320	0.049364
321	0.048461
322	0.047601
323	0.046827
324	0.046096
325	0.045279
326	0.044462
327	0.043688
328	0.042957
329	0.042398
330	0.041839
331	0.041151
332	0.040549
333	0.03999
334	0.039474
335	0.038829
336	0.038227
337	0.037797
338	0.037324
339	0.036894
340	0.036507
341	0.035948
342	0.035432
343	0.035045
344	0.034658
345	0.034142
346	0.033583
347	0.033067
348	0.032594
349	0.032078
350	0.031605
351	0.031175
352	0.030745
353	0.030229
354	0.029713
355	0.029326
356	0.028939
357	0.028509
358	0.028079
359	0.027735
360	0.027391
361	0.02709
362	0.026789
363	0.026445
364	0.026144
365	0.0258
366	0.025499
367	0.025241
368	0.024983
369	0.024725
370	0.024467
371	0.024209
372	0.023951
373	0.023736
374	0.023478
375	0.02322
376	0.022919
377	0.022661
378	0.022403
379	0.022102
380	0.021844
381	0.021586
382	0.021285
383	0.021027
384	0.020812
385	0.020554
386	0.020296
387	0.020038
388	0.019823
389	0.019651
390	0.019436
391	0.019264
392	0.019092
393	0.018877
394	0.018705
395	0.01849
396	0.018318
397	0.018146
398	0.018017
399	0.017802
400	0.01763
401	0.017501
402	0.017329
403	0.017157
404	0.017028
405	0.016856
406	0.016727
407	0.016555
408	0.016383
409	0.016254
410	0.016082
411	0.015953
412	0.015781
413	0.015652
414	0.01548
415	0.015308
416	0.015179
417	0.015007
418	0.014878
419	0.014706
420	0.014577
421	0.014405
422	0.014276
423	0.014147
424	0.014018
425	0.013846
426	0.013717
427	0.013588
428	0.013459
429	0.013373
430	0.013244
431	0.013158
432	0.013029
433	0.012943
434	0.012814
435	0.012728
436	0.012642
437	0.012556
438	0.01247
439	0.012384
440	0.012298
441	0.012212
442	0.012126
443	0.011997
444	0.011911
445	0.011825
446	0.011696
447	0.01161
448	0.011524
449	0.011395
450	0.011309
451	0.011223
452	0.011137
453	0.011051
454	0.010965
455	0.010879
456	0.010836
457	0.01075
458	0.010664
459	0.010578
460	0.010492
461	0.010406
462	0.01032
463	0.010234
464	0.010148
465	0.010062
466	0.009976
467	0.00989
468	0.009804
469	0.009718
470	0.009675
471	0.009589
472	0.009503
473	0.00946
474	0.009374
475	0.009288
476	0.009245
477	0.009159
478	0.009116
479	0.00903
480	0.008987
481	0.008901
482	0.008858
483	0.008772
484	0.008729
485	0.008643
486	0.0086
487	0.008514
488	0.008471
489	0.008428
490	0.008385
491	0.008299
492	0.008256
493	0.008213
494	0.00817
495	0.008127
496	0.008084
497	0.007998
498	0.007955
499	0.007912
500	0.007869
501	0.007826
502	0.007783
503	0.00774
504	0.007697
505	0.007654
506	0.007568
507	0.007525
508	0.007482
509	0.007439
510	0.007396
511	0.007353
512	0.007267
513	0.007224
514	0.007181
515	0.007138
516	0.007095
517	0.007052
518	0.007009
519	0.006923
520	0.00688
521	0.006837
522	0.006794
523	0.006751
524	0.006708
525	0.006665
